,Brand,Model,Year,Overall Score,Road Test Score,Reliability Score,Owner Satisfaction,Warranty,Drivetrain Warranty,Corrosion Waranty,Roadside Aid,Free Maintenance,Acceleration Score,Zero To Sixty,Transmission Score,Fuel Economy Score,Overall Fuel Economy,City Fuel Economy,Highway Fuel Economy,Annual Fuel Cost,Braking Score,Emergency Handling Score,Ride Score,Noise Score,Front Seat Score,Rear Seat Score,Interior Finish Score,Trunk Score,Seats,Zero To Thirty,Fortyfive To Sixty,Quarter Mile,Quarter Speed,Routine Handling Score,Avoidance Max Speed,Wet Braking,Dry Braking,Headlights,Driving Position,Front Shoulder Room,Front Leg Room,Front Head Room,Rear Shoulder Room,Rear Leg Room,Rear Head Room,Third Row Score,Third Shoulder Room,Third Leg Room,Third Head Room,Front Access,Rear Access,Third Access,Usability,Climate System,Fuel Capacity,Fuel Type,Forward Collision Warning,City Automatic Braking,Highway Automatic Braking,Pedestrian Detection,Lane Departure Warning,Lane Keep Assist,Blind Spot Warning,Rear Traffic Warning,Rear View Camera,Anti Lock Breaks,Traction Control,Stability Control,Daytime Running Lights,Side Airbags,Head Airbags,IIHS Moderate Overlap,IIHS Driver Overlap,IIHS Passenger Overlap,IIHS Side Crash,IIHS Rear Crash,IIHS Roof Crush,Length,Width,Height,Wheelbase,Turning Circle,Curb Weight,Max Load,Towing Capacity,Driving Satisfaction,Comfort Satisfaction,Value Satisfaction,Styling Satisfaction,Nameplate (Cleaned)
0,mazda,cx-9,2020,86,80,5,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,7.9,5,3,22,15,32,"1,290",3,3,4,4,4,5,4,3,"2 front, 3 rear, 2 third",3.1,5.7,16.3,88,4,50,139,143,2,3,57,42.5,5,56.5,31,4.5,1,53,28,0.5,4,4,1,3,5,20.1,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,200,76,68,113,40,4585,1190,3500,86,79,68,87,cx9
0,gmc,acadia,2020,70,83,3,3,"3 years/36,000 miles","5 years/60,000 miles","3 years/36,000 miles","5 years/60,000 miles",1 year/1 visit,4,6.8,4,2,19,13,28,"1,510",5,4,4,4,4,5,4,3,"2 front, 3 rear, 2 third",2.6,4.8,15.4,93,4,54,130,139,3,3,58,43,5,56,31,4,1,54,24,3.5,5,5,1,5,5,22,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,,Good,Good,Good,193,75,67,113,40,4395,1585,4000,81,72,59,77,acadia
0,chevrolet,impala,2020,84,91,4,4,,,,,,4,6.9,5,3,22,14,34,"1,325",5,4,5,4,5,4,4,5,"2 front, 3 rear",2.9,4.3,15.5,95,4,54,130,136,3,4,56,43,4,53,32,2,N,,,,4,4,N,4,5,18.5,Regular,Optional,Optional,Optional,,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Acceptable,,Good,Good,Good,201,73,59,112,40,3855,945,1000,88,74,74,88,impala
0,tesla,model-x,2020,57,77,1,5,"4 years/50,000 miles",8 years/unlimited miles,12 years/unlimited miles,"4 years/50,000 miles",,5,4.9,5,5,87,86,89,A,5,4,3,4,5,3,5,2,"2 front, 3 rear, 2 third",2.2,2.6,13.4,106,4,54,127,135,2,4,60,42.5,5.5,56.5,28,6,1,40,23,2,4,4,2,2,5,,Electric,Standard,Standard,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,,,,,,,198,82,64,117,42,5415,1170,5000,96,77,48,84,modelx
0,infiniti,qx60,2020,78,79,4,1,"4 years/60,000 miles","6 years/70,000 miles",7 years/unlimited miles,4 years/unlimited miles,,4,8.3,5,2,19,13,26,"1,730",4,2,4,5,5,3,5,3,"2 front, 3 rear, 2 third",3.5,5,16.5,89,3,47,137,143,4,4,59,41.5,4,59,28,3.5,1,55,27,1.5,5,4,2,5,5,19.5,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Acceptable,Good,Good,Good,201,77,69,114,41,4530,1150,5000,65,80,56,69,qx60
0,subaru,impreza,2020,79,85,4,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,9.5,5,4,30,21,41,950,5,4,4,4,3,4,3,3,"2 front, 3 rear",3.8,5.7,17.3,84,4,56,124,140,2,4,56,42.5,5,53.5,29,2.5,N,,,,4,4,N,5,3,13.2,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,182,70,57,105,37,3085,850,,68,61,69,69,impreza
0,subaru,outback,2020,87,91,4,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,7.1,5,3,24,16,32,"1,210",4,4,5,4,5,4,4,3,"2 front, 3 rear",3,4.5,15.5,95,4,54,132,143,2,5,57,42.5,4.5,57.5,30,5,N,,,,4,4,N,4,5,18.5,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,191,73,66,108,38,3915,900,3500,,,,,outback
0,jeep,grand-cherokee,2020,70,80,3,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,8,5,2,18,12,24,"1,625",4,3,4,4,5,4,5,3,"2 front, 3 rear",3,6,16.2,88,3,50,134,146,3,4,58,41.5,4,57,27,4.5,N,,,,4,4,N,5,5,24.6,Regular,Optional,Optional,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Available,Standard front,Standard,Good,Marginal,Poor,Good,Good,Good,190,77,68,115,40,4900,1050,6200,80,80,65,89,grandcherokee
0,porsche,718-boxster,2020,88,95,4,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,"4 years/50,000 miles","1 years/10,000 miles",5,4.4,4,4,26,18,36,"1,290",5,5,2,2,4,N,5,2,2 front,1.7,3.5,13,110,5,59,108,119,2,3,50,42.5,4,,,,N,,,,2,N,N,3,5,14,Premium,Optional,,,,,,Optional,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,172,71,50,97,37,3150,485,,98,72,51,96,718boxster
0,bmw,2-series,2020,87,98,3,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",5,5.2,5,4,25,19,31,"1,360",5,5,3,4,5,2,4,2,"2 front, 2 rear",2.1,3.6,13.8,105,5,59,115,128,1,4,54,42,3.5,51.5,25,,N,,,,4,2,N,4,5,13.7,Premium,Standard,Standard,Optional,Standard,Standard,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,,Good,Good,Good,175,70,56,106,37,3450,805,,93,78,61,87,2series
0,ford,ecosport,2020,68,61,5,2,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,2,10.7,3,3,24,17,31,"1,210",4,4,3,2,3,3,3,1,"2 front, 3 rear",3.9,6.7,18.1,79,4,55,132,139,3,3,51.5,42,3.5,49.5,27,2.5,N,,,,4,3,N,5,4,13.6,Regular,,,,,,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,Good,,161,70,65,99,36,3390,825,2000,58,63,55,80,ecosport
0,acura,tlx,2020,74,79,3,2,"4 years/50,000 miles","6 years/70,000 miles",5 years/unlimited miles,"4 years/50,000 miles",,4,7.4,5,4,27,18,41,"1,225",5,4,4,4,4,3,5,3,"2 front, 3 rear",3,4.9,15.7,93,4,55,129,138,1,4,57,41,3,54,27,2.5,N,,,,4,3,N,3,5,17.2,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Acceptable,,Good,Good,Good,190,74,57,109,41,3480,850,,80,78,62,79,tlx
0,hyundai,accent,2020,63,64,3,2,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,9.9,4,5,33,22,47,870,5,4,2,2,3,2,3,3,"2 front, 3 rear",3.7,6.5,17.5,83,4,58,128,136,2,4,54,42,5,51.5,25,2,N,,,,4,3,N,5,3,11.9,Regular,Optional,Optional,Optional,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Acceptable,Good,Good,Good,173,68,57,102,35,2625,850,,,,,,accent
0,infiniti,qx50,2020,75,77,3,2,"4 years/60,000 miles","6 years/70,000 miles",7 years/unlimited miles,4 years/unlimited miles,,4,7.2,4,3,22,15,29,"1,560",5,4,3,4,4,4,5,2,"2 front, 3 rear",3.1,4.5,15.6,94,3,56,129,130,3,4,58.5,42.5,5,56,29,3,N,,,,5,5,N,2,5,15.9,Premium,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,Good,,,Good,,,185,75,66,110,38,4155,860,3000,70,81,49,94,qx50
0,honda,insight,2020,77,73,4,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,8.7,4,5,54,44,62,535,4,4,4,3,3,3,3,3,"2 front, 3 rear",3.2,5.3,16.8,84,4,54,136,139,4,3,56.5,41,6,54,28.5,2,N,,,,2,2,N,4,4,10.6,Regular,Standard,Standard,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,184,72,56,106,37,2975,950,,73,64,76,84,insight
0,dodge,challenger,2020,72,70,5,5,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,5,5.5,4,2,20,14,27,"1,690",5,4,3,3,4,2,4,3,"2 front, 3 rear",2.3,3.5,13.9,106,4,52,119,128,3,3,58.5,42,6,53,23,1,N,,,,3,1,N,4,5,18.5,Premium,Optional,,,,,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Marginal,,Good,Acceptable,Acceptable,198,76,57,116,40,4190,865,1000,94,92,78,97,challenger
0,toyota,tacoma,2020,47,42,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,8.2,4,2,19,14,25,"1,505",2,2,2,2,2,2,2,3,"2 front, 3 rear",3.5,4.8,16.5,90,2,46,146,158,3,2,57.5,41,3.5,57.5,26.5,3,N,,,,2,2,N,4,3,21.1,Regular,Standard,Standard,Standard,Standard,Standard,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Acceptable,Good,Good,Good,212,74,71,127,42,4450,1000,6400,55,48,59,77,tacoma
0,jaguar,xe,2020,55,69,2,2,"5 years/60,000 miles","5 years/60,000 miles",6 years/unlimited miles,"5 years/60,000 miles","5 years/60,000 miles",4,7.7,4,4,25,17,36,"1,345",4,4,4,4,3,2,4,2,"2 front, 3 rear",3,4.8,16,93,5,53,133,145,2,3,56,41,2,53,27,2.5,N,,,,3,3,N,3,5,16.6,Premium,Standard,Standard,Optional,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,,,,,,,184,77,56,112,38,3770,825,,92,64,56,96,xe
0,kia,rio,2020,59,61,3,2,"5 years/60,000 miles","10 years/100,000 miles","5 years/100,000 miles","5 years/60,000 miles",,3,9.6,4,5,33,22,48,860,4,4,2,2,3,2,3,3,"2 front, 3 rear",3.6,6,17.3,84,4,55,131,140,3,4,53.5,42,4.5,51.5,25,2,N,,,,4,3,N,5,3,11.9,Regular,Optional,Optional,Optional,,,,,,Standard,Standard,Standard,Standard,Not offered,Standard front,Standard,Good,Good,Acceptable,Good,Good,Good,173,68,57,102,35,2575,850,,,,,,rio
0,hyundai,sonata,2020,77,81,3,4,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",4,7.5,5,5,31,20,46,940,5,4,3,4,4,4,4,4,"2 front, 3 rear",2.9,5.2,15.8,93,4,56,127,138,3,4,57,43,4,55,30.5,3.5,N,,,,4,4,N,4,5,15.9,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,193,73,57,112,37,3175,905,,,,,,sonata
0,gmc,yukon-xl,2020,59,67,3,4,"3 years/36,000 miles","5 years/60,000 miles","3 years/36,000 miles","5 years/60,000 miles",1 year/1 visit,4,7.9,4,1,16,10,23,"1,855",3,1,3,5,4,4,4,5,"3 front, 3 rear, 3 third",2.9,5.3,16.2,89,2,45,139,148,3,4,64.5,43.5,4.5,64.5,30,5,3,64,27,4,4,4,3,5,5,26,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,,,,,,,224,81,74,130,45,5945,1455,8000,76,81,58,86,yukonxl
0,nissan,titan,2020,58,70,2,2,"5 years/100,000 miles","5 years/100,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,6.7,4,1,16,11,22,"1,855",4,3,3,4,4,3,3,5,"3 front, 3 rear",2.8,5,15.3,95,3,50,131,143,3,3,63,42,6,63,31,5.5,N,,,,3,3,N,5,5,26,Regular,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,Good,Good,Good,Good,Good,Good,228,80,77,140,50,5770,1435,9390,84,72,68,75,titan
0,dodge,charger,2020,73,85,3,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,5,6.1,5,2,20,13,31,"1,440",5,3,4,5,5,4,4,3,"2 front, 3 rear",2.5,3.8,14.5,102,4,51,128,141,4,4,57,41.5,2.5,55,28,2,N,,,,4,3,N,5,5,18.5,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Marginal,,Good,Good,Good,201,75,58,120,39,4335,865,1000,92,88,60,84,charger
0,kia,forte,2020,66,67,3,3,"5 years/60,000 miles","10 years/100,000 miles","5 years/100,000 miles","5 years/60,000 miles",,4,8.3,4,5,34,22,49,850,4,4,2,2,3,3,3,3,"2 front, 3 rear",3.6,3.9,16.7,88,4,53,131,142,3,4,55,42,5,52,28,2.5,N,,,,3,3,N,5,4,14,Regular,Standard,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,183,71,57,106,36,2805,850,,60,44,84,88,forte
0,toyota,4runner,2020,65,55,5,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,7.7,5,2,18,12,24,"1,615",4,2,2,4,4,4,3,4,"2 front, 3 rear, 2 third",3,4.9,16.1,89,2,48,131,145,4,3,57.5,41.5,3.5,57.5,30,4,N,57.5,,,3,3,N,4,4,23,Regular,Standard,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Marginal,,Good,Good,Good,190,76,72,110,45,4665,1155,5000,58,70,62,79,4runner
0,mazda,6,2020,80,79,4,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,9.2,4,4,28,18,42,"1,025",4,4,4,4,4,4,4,4,"2 front, 3 rear",3.6,5.5,17.2,86,4,54,133,137,3,4,57,41,3,53.5,29,4,N,,,,4,3,N,4,5,16.4,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,192,72,57,111,38,3405,850,,81,69,79,93,6
0,jeep,wrangler,2020,26,36,1,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",2 years/unlimited miles,4,7.3,5,2,18,13,24,"1,560",2,2,2,2,3,3,3,3,"2 front, 3 rear",2.7,4.9,15.6,90,2,49,144,163,4,3,55.5,41,4.5,53,29,5,N,,,,2,2,N,4,5,21.5,Regular,Optional,Optional,Optional,,,,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Standard front,Not offered,Good,Marginal,,Good,Good,Good,188,74,74,118,42,4440,850,3500,73,65,53,91,wrangler
0,mercedes-benz,gla,2020,63,70,3,1,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,4,6.9,4,4,26,19,35,"1,280",5,4,3,3,4,2,5,1,"2 front, 3 rear",2.7,4.6,15.4,92,4,55,128,142,1,3,54.5,44,2,51.5,26.5,2,N,,,,3,3,N,2,5,14.8,Premium,Standard,Standard,Standard,,Optional,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,174,71,60,106,37,3535,795,,88,50,62,85,gla
0,hyundai,kona,2020,78,71,5,4,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",2,11.1,4,4,26,18,34,"1,115",5,4,3,3,4,3,3,1,"2 front, 3 rear",4,6.9,18.3,80,4,56,129,131,2,4,54.5,42,4,52,25,3,N,,,,4,3,N,5,3,13.2,Regular,Standard,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,164,71,61,102,36,3145,860,,70,55,76,83,kona
0,kia,sportage,2020,75,78,3,3,"5 years/60,000 miles","10 years/100,000 miles","5 years/100,000 miles","5 years/60,000 miles",,3,9.6,5,3,23,16,32,"1,250",5,3,3,3,4,4,3,2,"2 front, 3 rear",3.5,6.1,17.4,83,4,53,128,131,4,4,56,41.5,5.5,53,28,4.5,N,,,,5,4,N,5,4,16.4,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,176,73,64,105,36,3485,970,2000,68,60,70,71,sportage
0,land-rover,range-rover-sport,2020,54,72,1,4,"4 years/50,000 miles","4 years/50,000 miles",6 years/unlimited miles,"4 years/50,000 miles",,4,6.5,5,2,18,13,23,"1,895",4,3,3,4,4,4,5,3,"2 front, 3 rear, 2 third",2.6,4.2,15.1,95,4,50,137,139,3,5,60.5,42,4.5,59,28,3,1,43,23,,4,4,1,2,5,27.7,Premium,Standard,Standard,Optional,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,,,,,,,191,78,70,115,41,5255,1345,7715,,,,,rangeroversport
0,mercedes-benz,cla,2020,57,65,2,3,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,4,6.6,4,4,27,17,42,"1,235",4,4,2,4,4,1,5,3,"2 front, 3 rear",2.7,4.3,15.1,96,4,56,131,143,1,3,54.5,43,3,53,27,1,N,,,,2,2,N,1,5,13.5,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,,,,,,,185,72,57,107,36,3485,950,,,,,,cla
0,bmw,3-series,2020,63,86,1,3,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",5,6.4,5,4,29,19,44,"1,145",5,4,3,4,5,3,5,3,"2 front, 3 rear",2.6,4.3,14.8,99,5,54,129,135,2,4,55,43,3,54,29.5,2,N,,,,3,3,N,3,5,15.6,Premium,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,186,72,57,112,41,3640,825,,90,76,39,92,3series
0,chevrolet,traverse,2020,65,95,1,4,,,,,,4,7.3,4,2,20,14,28,"1,440",5,3,4,4,4,5,4,4,"2 front, 3 rear, 3 third",3,4.9,15.7,93,4,51,130,136,4,4,61,43.5,6.5,61.5,30,4,2,58,23,3.5,5,5,2,5,5,21.7,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,,Good,Good,Good,204,79,71,121,40,4695,1450,5000,84,78,59,88,traverse
0,toyota,prius,2020,79,75,5,5,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",3,10.3,5,5,52,43,59,555,4,3,4,4,3,3,3,3,"2 front, 3 rear",3.6,6.5,17.8,81,4,54,135,149,3,3,54,42,5.5,51.5,29,2,N,,,,4,3,N,4,4,11.3,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,Good,Good,Acceptable,Good,Good,Good,179,69,58,106,35,3080,825,,81,61,78,69,prius
0,mercedes-benz,gls,2020,71,86,2,4,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,5,6.4,5,2,20,13,30,"1,650",4,3,4,5,5,5,5,4,"2 front, 3 rear, 2 third",2.4,4.6,14.8,97,3,51,133,143,3,4,59,43,5.5,57.5,31.5,5,2,50,21.5,3.5,4,4,1,1,5,26.4,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,205,77,73,123,39,5495,1300,7715,,,,,gls
0,jeep,compass,2020,51,56,3,1,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,3,9.8,3,3,24,16,35,"1,190",3,3,3,3,3,3,3,2,"2 front, 3 rear",3.6,6.4,17.5,82,3,54,137,151,3,3,55.5,41.5,3.5,52.5,28,1.5,N,,,,4,4,N,4,5,13.5,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,173,74,65,104,38,3525,860,2000,49,62,65,83,compass
0,toyota,sienna,2020,78,79,4,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,7.7,4,3,21,14,30,"1,380",3,3,4,4,4,5,4,4,"2 front, 3 rear, 3 third",3.2,5.5,16,92,3,50,137,154,2,4,64,42,5.5,63.5,35.5,4,3,60,25,3,5,5,2,4,5,20.9,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Acceptable,Marginal,Good,Good,Good,201,78,71,119,39,4550,1290,3500,65,69,55,60,sienna
0,buick,encore-gx,2020,63,67,3,3,,,,,,3,9.4,4,4,26,18,33,"1,125",5,4,3,3,3,3,4,1,"2 front, 3 rear",3.4,6.4,17.3,82,4,55,126,138,3,4,55,42.5,4,52,25.5,4,N,,,,4,3,N,4,5,13.2,Regular,Standard,Standard,,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,171,71,64,102,38,3310,945,1000,,,,,encoregx
0,mercedes-benz,c-class,2020,76,85,3,3,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,4,6.8,5,4,26,18,35,"1,300",4,4,5,4,5,3,5,2,"2 front, 3 rear",2.7,4.6,15.2,96,4,56,136,144,2,4,55,44,3,53,26.5,1.5,N,,,,4,3,N,2,5,17.4,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & optional rear,Standard with rollover,Good,Good,Good,Good,Good,Good,185,71,57,112,38,3670,795,,87,74,54,88,cclass
0,toyota,supra,2020,80,91,3,5,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",5,4.6,5,4,27,18,36,"1,265",5,5,2,2,4,N,4,2,2 front,2,2.8,13,112,5,56,115,138,2,3,54,42.5,4,,,,N,,,,1,N,N,3,5,13.7,Premium,Standard,Standard,Optional,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,173,73,51,97,35,3385,465,,,,,,supra
0,mazda,cx-30,2020,61,64,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,8.7,4,4,27,18,37,"1,080",4,4,3,3,4,3,4,1,"2 front, 3 rear",3.2,5.2,16.7,88,4,54,133,147,3,3,55,41.5,4.5,51.5,25,3,N,,,,4,2,N,3,5,12.7,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,173,71,62,105,37,3280,850,,,,,,cx30
0,nissan,rogue,2020,75,74,4,2,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,9.5,5,3,24,17,30,"1,215",4,3,4,3,3,4,3,3,"2 front, 3 rear",3.7,5.8,17.3,83,3,54,134,142,3,3,56,40.5,5,54.5,29,2.5,N,,,,5,4,N,5,5,14.5,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Acceptable,Good,Good,Good,185,72,66,107,38,3590,900,1100,55,58,61,72,rogue
0,subaru,wrx,2020,61,75,2,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,5,6,2,4,26,19,33,"1,310",5,5,2,2,3,4,3,3,"2 front, 3 rear",1.9,4.2,14.5,97,5,59,120,128,3,4,55.5,42,3.5,53.5,29,3,N,,,,4,4,N,5,4,15.9,Premium,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,180,69,58,103,37,3320,850,,,,,,wrx
0,toyota,camry,2020,84,86,4,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,8,4,5,32,20,49,900,5,4,4,4,4,4,4,3,"2 front, 3 rear",3.2,5.2,16.3,91,4,54,126,133,2,4,56.5,43,4.5,54.5,31,3.5,N,,,,4,4,N,5,3,16,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Good,Good,Good,Good,192,72,57,111,39,3340,925,,79,72,70,82,camry
0,gmc,canyon,2020,37,61,1,2,"3 years/36,000 miles","5 years/60,000 miles","3 years/36,000 miles","5 years/60,000 miles",1 year/1 visit,4,7.5,4,2,18,13,26,"1,560",4,2,2,3,2,3,3,4,"2 front, 3 rear",3,4.9,15.8,91,3,49,132,150,3,3,57.5,43,5.5,55.5,28,3,N,,,,3,3,N,5,3,21,Regular,Optional,,,,Optional,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Marginal,Good,Good,Good,212,74,79,128,43,4500,1555,7000,69,58,52,78,canyon
